free_slots,occupied_slots,total_slots,occupancy_percent,frame_number,timestamp
98,215,313,68.7,210,2026-01-30 09:16:17
98,215,313,68.7,211,2026-01-30 09:16:17
98,215,313,68.7,212,2026-01-30 09:16:18
99,214,313,68.4,213,2026-01-30 09:16:18
99,214,313,68.4,214,2026-01-30 09:16:18
99,214,313,68.4,215,2026-01-30 09:16:19
99,214,313,68.4,216,2026-01-30 09:16:19
99,214,313,68.4,217,2026-01-30 09:16:19
99,214,313,68.4,218,2026-01-30 09:16:20
99,214,313,68.4,219,2026-01-30 09:16:20
99,214,313,68.4,220,2026-01-30 09:16:20
99,214,313,68.4,221,2026-01-30 09:16:21
99,214,313,68.4,222,2026-01-30 09:16:21
98,215,313,68.7,223,2026-01-30 09:16:21
98,215,313,68.7,224,2026-01-30 09:16:22
98,215,313,68.7,225,2026-01-30 09:16:22
98,215,313,68.7,226,2026-01-30 09:16:22
99,214,313,68.4,227,2026-01-30 09:16:23
99,214,313,68.4,228,2026-01-30 09:16:23
99,214,313,68.4,229,2026-01-30 09:16:23
99,214,313,68.4,230,2026-01-30 09:16:24
99,214,313,68.4,231,2026-01-30 09:16:24
99,214,313,68.4,232,2026-01-30 09:16:24
99,214,313,68.4,233,2026-01-30 09:16:25
99,214,313,68.4,234,2026-01-30 09:16:25
99,214,313,68.4,235,2026-01-30 09:16:26
99,214,313,68.4,236,2026-01-30 09:16:26
99,214,313,68.4,237,2026-01-30 09:16:26
99,214,313,68.4,238,2026-01-30 09:16:27
99,214,313,68.4,239,2026-01-30 09:16:27
99,214,313,68.4,240,2026-01-30 09:16:27
99,214,313,68.4,241,2026-01-30 09:16:28
99,214,313,68.4,242,2026-01-30 09:16:28
99,214,313,68.4,243,2026-01-30 09:16:28
99,214,313,68.4,244,2026-01-30 09:16:29
99,214,313,68.4,245,2026-01-30 09:16:29
99,214,313,68.4,246,2026-01-30 09:16:29
99,214,313,68.4,247,2026-01-30 09:16:30
99,214,313,68.4,248,2026-01-30 09:16:30
99,214,313,68.4,249,2026-01-30 09:16:30
99,214,313,68.4,250,2026-01-30 09:16:31
99,214,313,68.4,251,2026-01-30 09:16:31
99,214,313,68.4,252,2026-01-30 09:16:31
99,214,313,68.4,253,2026-01-30 09:16:32
99,214,313,68.4,254,2026-01-30 09:16:32
99,214,313,68.4,255,2026-01-30 09:16:32
99,214,313,68.4,256,2026-01-30 09:16:33
99,214,313,68.4,257,2026-01-30 09:16:33
99,214,313,68.4,258,2026-01-30 09:16:33
99,214,313,68.4,259,2026-01-30 09:16:34
99,214,313,68.4,260,2026-01-30 09:16:34
99,214,313,68.4,261,2026-01-30 09:16:35
100,213,313,68.1,262,2026-01-30 09:16:35
100,213,313,68.1,263,2026-01-30 09:16:35
100,213,313,68.1,264,2026-01-30 09:16:36
100,213,313,68.1,265,2026-01-30 09:16:36
100,213,313,68.1,266,2026-01-30 09:16:36
100,213,313,68.1,267,2026-01-30 09:16:37
100,213,313,68.1,268,2026-01-30 09:16:37
100,213,313,68.1,269,2026-01-30 09:16:38
99,214,313,68.4,270,2026-01-30 09:16:38
99,214,313,68.4,271,2026-01-30 09:16:38
99,214,313,68.4,272,2026-01-30 09:16:39
99,214,313,68.4,273,2026-01-30 09:16:39
99,214,313,68.4,274,2026-01-30 09:16:39
99,214,313,68.4,275,2026-01-30 09:16:40
99,214,313,68.4,276,2026-01-30 09:16:40
99,214,313,68.4,277,2026-01-30 09:16:40
98,215,313,68.7,278,2026-01-30 09:16:41
98,215,313,68.7,279,2026-01-30 09:16:41
98,215,313,68.7,280,2026-01-30 09:16:41
98,215,313,68.7,281,2026-01-30 09:16:42
98,215,313,68.7,282,2026-01-30 09:16:42
98,215,313,68.7,283,2026-01-30 09:16:42
98,215,313,68.7,284,2026-01-30 09:16:43
98,215,313,68.7,285,2026-01-30 09:16:43
98,215,313,68.7,286,2026-01-30 09:16:43
99,214,313,68.4,287,2026-01-30 09:16:44
99,214,313,68.4,288,2026-01-30 09:16:44
99,214,313,68.4,289,2026-01-30 09:16:44
100,213,313,68.1,290,2026-01-30 09:16:45
100,213,313,68.1,291,2026-01-30 09:16:45
100,213,313,68.1,292,2026-01-30 09:16:46
100,213,313,68.1,293,2026-01-30 09:16:46
100,213,313,68.1,294,2026-01-30 09:16:46
100,213,313,68.1,295,2026-01-30 09:16:46
100,213,313,68.1,296,2026-01-30 09:16:47
100,213,313,68.1,297,2026-01-30 09:16:47
100,213,313,68.1,298,2026-01-30 09:16:47
100,213,313,68.1,299,2026-01-30 09:16:48
100,213,313,68.1,300,2026-01-30 09:16:48
100,213,313,68.1,301,2026-01-30 09:16:49
100,213,313,68.1,302,2026-01-30 09:16:49
100,213,313,68.1,303,2026-01-30 09:16:49
100,213,313,68.1,304,2026-01-30 09:16:49
100,213,313,68.1,305,2026-01-30 09:16:50
100,213,313,68.1,306,2026-01-30 09:16:50
100,213,313,68.1,307,2026-01-30 09:16:51
100,213,313,68.1,308,2026-01-30 09:16:51
100,213,313,68.1,309,2026-01-30 09:16:51
100,213,313,68.1,310,2026-01-30 09:16:52
100,213,313,68.1,311,2026-01-30 09:16:52
100,213,313,68.1,312,2026-01-30 09:16:52
100,213,313,68.1,313,2026-01-30 09:16:53
100,213,313,68.1,314,2026-01-30 09:16:53
100,213,313,68.1,315,2026-01-30 09:16:54
100,213,313,68.1,316,2026-01-30 09:16:54
100,213,313,68.1,317,2026-01-30 09:16:54
100,213,313,68.1,318,2026-01-30 09:16:55
100,213,313,68.1,319,2026-01-30 09:16:55
100,213,313,68.1,320,2026-01-30 09:16:55
100,213,313,68.1,321,2026-01-30 09:16:55
100,213,313,68.1,322,2026-01-30 09:16:56
100,213,313,68.1,323,2026-01-30 09:16:56
100,213,313,68.1,324,2026-01-30 09:16:57
100,213,313,68.1,325,2026-01-30 09:16:57
100,213,313,68.1,326,2026-01-30 09:16:57
100,213,313,68.1,327,2026-01-30 09:16:58
100,213,313,68.1,328,2026-01-30 09:16:58
100,213,313,68.1,329,2026-01-30 09:16:58
100,213,313,68.1,330,2026-01-30 09:16:59
100,213,313,68.1,331,2026-01-30 09:16:59
100,213,313,68.1,332,2026-01-30 09:16:59
100,213,313,68.1,333,2026-01-30 09:17:00
100,213,313,68.1,334,2026-01-30 09:17:00
100,213,313,68.1,335,2026-01-30 09:17:00
100,213,313,68.1,336,2026-01-30 09:17:01
100,213,313,68.1,337,2026-01-30 09:17:01
100,213,313,68.1,338,2026-01-30 09:17:01
100,213,313,68.1,339,2026-01-30 09:17:02
100,213,313,68.1,340,2026-01-30 09:17:02
100,213,313,68.1,341,2026-01-30 09:17:02
100,213,313,68.1,342,2026-01-30 09:17:03
100,213,313,68.1,343,2026-01-30 09:17:03
100,213,313,68.1,344,2026-01-30 09:17:03
100,213,313,68.1,345,2026-01-30 09:17:04
100,213,313,68.1,346,2026-01-30 09:17:04
100,213,313,68.1,347,2026-01-30 09:17:04
100,213,313,68.1,348,2026-01-30 09:17:05
100,213,313,68.1,349,2026-01-30 09:17:05
100,213,313,68.1,350,2026-01-30 09:17:06
100,213,313,68.1,351,2026-01-30 09:17:06
100,213,313,68.1,352,2026-01-30 09:17:06
100,213,313,68.1,353,2026-01-30 09:17:06
100,213,313,68.1,354,2026-01-30 09:17:07
100,213,313,68.1,355,2026-01-30 09:17:07
100,213,313,68.1,356,2026-01-30 09:17:08
100,213,313,68.1,357,2026-01-30 09:17:08
100,213,313,68.1,358,2026-01-30 09:17:08
100,213,313,68.1,359,2026-01-30 09:17:09
100,213,313,68.1,360,2026-01-30 09:17:09
100,213,313,68.1,361,2026-01-30 09:17:09
100,213,313,68.1,362,2026-01-30 09:17:10
100,213,313,68.1,363,2026-01-30 09:17:10
100,213,313,68.1,364,2026-01-30 09:17:10
100,213,313,68.1,365,2026-01-30 09:17:11
100,213,313,68.1,366,2026-01-30 09:17:11
101,212,313,67.7,367,2026-01-30 09:17:11
101,212,313,67.7,368,2026-01-30 09:17:12
101,212,313,67.7,369,2026-01-30 09:17:12
101,212,313,67.7,370,2026-01-30 09:17:12
101,212,313,67.7,371,2026-01-30 09:17:13
101,212,313,67.7,372,2026-01-30 09:17:13
101,212,313,67.7,373,2026-01-30 09:17:13
101,212,313,67.7,374,2026-01-30 09:17:14
101,212,313,67.7,375,2026-01-30 09:17:14
101,212,313,67.7,376,2026-01-30 09:17:14
101,212,313,67.7,377,2026-01-30 09:17:15
101,212,313,67.7,378,2026-01-30 09:17:15
101,212,313,67.7,379,2026-01-30 09:17:15
101,212,313,67.7,380,2026-01-30 09:17:16
101,212,313,67.7,381,2026-01-30 09:17:16
101,212,313,67.7,382,2026-01-30 09:17:16
101,212,313,67.7,383,2026-01-30 09:17:17
101,212,313,67.7,384,2026-01-30 09:17:17
101,212,313,67.7,385,2026-01-30 09:17:18
101,212,313,67.7,386,2026-01-30 09:17:18
101,212,313,67.7,387,2026-01-30 09:17:18
101,212,313,67.7,388,2026-01-30 09:17:19
101,212,313,67.7,389,2026-01-30 09:17:19
101,212,313,67.7,390,2026-01-30 09:17:19
101,212,313,67.7,391,2026-01-30 09:17:20
101,212,313,67.7,392,2026-01-30 09:17:20
101,212,313,67.7,393,2026-01-30 09:17:20
101,212,313,67.7,394,2026-01-30 09:17:21
101,212,313,67.7,395,2026-01-30 09:17:21
101,212,313,67.7,396,2026-01-30 09:17:21
101,212,313,67.7,397,2026-01-30 09:17:22
101,212,313,67.7,398,2026-01-30 09:17:22
101,212,313,67.7,399,2026-01-30 09:17:22
101,212,313,67.7,400,2026-01-30 09:17:23
101,212,313,67.7,401,2026-01-30 09:17:23
101,212,313,67.7,402,2026-01-30 09:17:23
101,212,313,67.7,403,2026-01-30 09:17:24
101,212,313,67.7,404,2026-01-30 09:17:24
101,212,313,67.7,405,2026-01-30 09:17:24
101,212,313,67.7,406,2026-01-30 09:17:25
101,212,313,67.7,407,2026-01-30 09:17:25
101,212,313,67.7,408,2026-01-30 09:17:25
101,212,313,67.7,409,2026-01-30 09:17:26
101,212,313,67.7,410,2026-01-30 09:17:26
101,212,313,67.7,411,2026-01-30 09:17:26
101,212,313,67.7,412,2026-01-30 09:17:27
101,212,313,67.7,413,2026-01-30 09:17:27
101,212,313,67.7,414,2026-01-30 09:17:27
101,212,313,67.7,415,2026-01-30 09:17:28
101,212,313,67.7,416,2026-01-30 09:17:28
101,212,313,67.7,417,2026-01-30 09:17:28
101,212,313,67.7,418,2026-01-30 09:17:29
100,213,313,68.1,419,2026-01-30 09:17:29
100,213,313,68.1,420,2026-01-30 09:17:29
100,213,313,68.1,421,2026-01-30 09:17:30
100,213,313,68.1,422,2026-01-30 09:17:30
100,213,313,68.1,423,2026-01-30 09:17:30
100,213,313,68.1,424,2026-01-30 09:17:31
100,213,313,68.1,425,2026-01-30 09:17:31
100,213,313,68.1,426,2026-01-30 09:17:32
100,213,313,68.1,427,2026-01-30 09:17:32
100,213,313,68.1,428,2026-01-30 09:17:32
100,213,313,68.1,429,2026-01-30 09:17:32
100,213,313,68.1,430,2026-01-30 09:17:33
100,213,313,68.1,431,2026-01-30 09:17:33
100,213,313,68.1,432,2026-01-30 09:17:34
100,213,313,68.1,433,2026-01-30 09:17:34
100,213,313,68.1,434,2026-01-30 09:17:34
100,213,313,68.1,435,2026-01-30 09:17:35
100,213,313,68.1,436,2026-01-30 09:17:35
100,213,313,68.1,437,2026-01-30 09:17:35
100,213,313,68.1,438,2026-01-30 09:17:36
100,213,313,68.1,439,2026-01-30 09:17:36
100,213,313,68.1,440,2026-01-30 09:17:37
100,213,313,68.1,441,2026-01-30 09:17:37
100,213,313,68.1,442,2026-01-30 09:17:37
100,213,313,68.1,443,2026-01-30 09:17:38
100,213,313,68.1,444,2026-01-30 09:17:38
100,213,313,68.1,445,2026-01-30 09:17:38
100,213,313,68.1,446,2026-01-30 09:17:38
100,213,313,68.1,447,2026-01-30 09:17:39
100,213,313,68.1,448,2026-01-30 09:17:39
100,213,313,68.1,449,2026-01-30 09:17:39
100,213,313,68.1,450,2026-01-30 09:17:40
100,213,313,68.1,451,2026-01-30 09:17:40
100,213,313,68.1,452,2026-01-30 09:17:41
100,213,313,68.1,453,2026-01-30 09:17:41
100,213,313,68.1,454,2026-01-30 09:17:41
100,213,313,68.1,455,2026-01-30 09:17:42
100,213,313,68.1,456,2026-01-30 09:17:42
100,213,313,68.1,457,2026-01-30 09:17:42
100,213,313,68.1,458,2026-01-30 09:17:43
100,213,313,68.1,459,2026-01-30 09:17:43
100,213,313,68.1,460,2026-01-30 09:17:43
100,213,313,68.1,461,2026-01-30 09:17:44
100,213,313,68.1,462,2026-01-30 09:17:44
100,213,313,68.1,463,2026-01-30 09:17:44
100,213,313,68.1,464,2026-01-30 09:17:45
100,213,313,68.1,465,2026-01-30 09:17:45
100,213,313,68.1,466,2026-01-30 09:17:45
100,213,313,68.1,467,2026-01-30 09:17:46
100,213,313,68.1,468,2026-01-30 09:17:46
100,213,313,68.1,469,2026-01-30 09:17:46
100,213,313,68.1,470,2026-01-30 09:17:47
100,213,313,68.1,471,2026-01-30 09:17:47
100,213,313,68.1,472,2026-01-30 09:17:47
100,213,313,68.1,473,2026-01-30 09:17:48
100,213,313,68.1,474,2026-01-30 09:17:48
100,213,313,68.1,475,2026-01-30 09:17:48
100,213,313,68.1,476,2026-01-30 09:17:49
100,213,313,68.1,477,2026-01-30 09:17:49
100,213,313,68.1,478,2026-01-30 09:17:50
100,213,313,68.1,479,2026-01-30 09:17:50
100,213,313,68.1,480,2026-01-30 09:17:50
100,213,313,68.1,481,2026-01-30 09:17:51
100,213,313,68.1,482,2026-01-30 09:17:51
100,213,313,68.1,483,2026-01-30 09:17:51
100,213,313,68.1,484,2026-01-30 09:17:51
100,213,313,68.1,485,2026-01-30 09:17:52
100,213,313,68.1,486,2026-01-30 09:17:52
100,213,313,68.1,487,2026-01-30 09:17:53
100,213,313,68.1,488,2026-01-30 09:17:53
100,213,313,68.1,489,2026-01-30 09:17:53
100,213,313,68.1,490,2026-01-30 09:17:54
100,213,313,68.1,491,2026-01-30 09:17:54
100,213,313,68.1,492,2026-01-30 09:17:54
100,213,313,68.1,493,2026-01-30 09:17:55
100,213,313,68.1,494,2026-01-30 09:17:55
100,213,313,68.1,495,2026-01-30 09:17:55
100,213,313,68.1,496,2026-01-30 09:17:56
100,213,313,68.1,497,2026-01-30 09:17:56
100,213,313,68.1,498,2026-01-30 09:17:56
100,213,313,68.1,499,2026-01-30 09:17:57
100,213,313,68.1,500,2026-01-30 09:17:57
101,212,313,67.7,501,2026-01-30 09:17:58
101,212,313,67.7,502,2026-01-30 09:17:58
101,212,313,67.7,503,2026-01-30 09:17:58
101,212,313,67.7,504,2026-01-30 09:17:58
101,212,313,67.7,505,2026-01-30 09:17:59
102,211,313,67.4,506,2026-01-30 09:17:59
102,211,313,67.4,507,2026-01-30 09:17:59
102,211,313,67.4,508,2026-01-30 09:18:00
102,211,313,67.4,509,2026-01-30 09:18:00
102,211,313,67.4,510,2026-01-30 09:18:01
102,211,313,67.4,511,2026-01-30 09:18:01
102,211,313,67.4,512,2026-01-30 09:18:01
102,211,313,67.4,513,2026-01-30 09:18:02
102,211,313,67.4,514,2026-01-30 09:18:02
102,211,313,67.4,515,2026-01-30 09:18:03
102,211,313,67.4,516,2026-01-30 09:18:03
102,211,313,67.4,517,2026-01-30 09:18:03
102,211,313,67.4,518,2026-01-30 09:18:04
102,211,313,67.4,519,2026-01-30 09:18:04
102,211,313,67.4,520,2026-01-30 09:18:04
102,211,313,67.4,521,2026-01-30 09:18:05
102,211,313,67.4,522,2026-01-30 09:18:05
102,211,313,67.4,523,2026-01-30 09:18:05
102,211,313,67.4,524,2026-01-30 09:18:06
102,211,313,67.4,525,2026-01-30 09:18:06
102,211,313,67.4,526,2026-01-30 09:18:06
102,211,313,67.4,527,2026-01-30 09:18:07
102,211,313,67.4,528,2026-01-30 09:18:07
102,211,313,67.4,529,2026-01-30 09:18:07
102,211,313,67.4,530,2026-01-30 09:18:08
102,211,313,67.4,531,2026-01-30 09:18:08
102,211,313,67.4,532,2026-01-30 09:18:08
102,211,313,67.4,533,2026-01-30 09:18:09
102,211,313,67.4,534,2026-01-30 09:18:09
102,211,313,67.4,535,2026-01-30 09:18:09
102,211,313,67.4,536,2026-01-30 09:18:10
102,211,313,67.4,537,2026-01-30 09:18:10
102,211,313,67.4,538,2026-01-30 09:18:10
102,211,313,67.4,539,2026-01-30 09:18:11
101,212,313,67.7,540,2026-01-30 09:18:11
100,213,313,68.1,541,2026-01-30 09:18:11
100,213,313,68.1,542,2026-01-30 09:18:12
100,213,313,68.1,543,2026-01-30 09:18:12
100,213,313,68.1,544,2026-01-30 09:18:13
100,213,313,68.1,545,2026-01-30 09:18:13
100,213,313,68.1,546,2026-01-30 09:18:13
100,213,313,68.1,547,2026-01-30 09:18:14
100,213,313,68.1,548,2026-01-30 09:18:14
100,213,313,68.1,549,2026-01-30 09:18:14
100,213,313,68.1,550,2026-01-30 09:18:15
100,213,313,68.1,551,2026-01-30 09:18:15
100,213,313,68.1,552,2026-01-30 09:18:15
100,213,313,68.1,553,2026-01-30 09:18:16
101,212,313,67.7,554,2026-01-30 09:18:16
101,212,313,67.7,555,2026-01-30 09:18:16
101,212,313,67.7,556,2026-01-30 09:18:17
101,212,313,67.7,557,2026-01-30 09:18:17
